pos,last_pos,change,url,name,country,points,best6,team,team points,westerley points,best,race count,win count,2nd count,3rd count
23,22,▼,https://rgtdb.com/user/42607,Brian Vince [wvs],,592,461,WATFORD VELO SPORT RT,461,0,16,8,0,0,0
24,24,-,https://rgtdb.com/user/150787,Paul Hindson,,776,460,,0,0,18,11,0,0,0
25,25,-,https://rgtdb.com/user/6305,Mike Ade,UK,581,458,,0,0,8,8,0,0,0
26,26,-,https://rgtdb.com/user/267104,Simon  Hall [wvs],,759,457,WATFORD VELO SPORT RT,652,0,21,11,0,0,0
27,27,-,https://rgtdb.com/user/175915,Kristen Ege poco,Danmark,452,452,,0,0,13,6,0,0,0
28,28,-,https://rgtdb.com/user/270702,Stuart Gillies tcc,,587,452,TWICKENHAM CC,519,0,19,8,0,0,0
29,29,-,https://rgtdb.com/user/70138,Andrew Beale c,UK,676,428,WESTERLEY TWO,676,187,18,10,0,0,0
30,33,▲,https://rgtdb.com/user/141031,Kevan Unsworth (m),UK,483,426,TEAM CAMERON,483,0,18,7,0,0,0
31,30,▼,https://rgtdb.com/user/177199,Julian Fussell sdw,UK,517,422,SOUTHBOROUGH (SDW) HORNETS,471,0,20,8,0,0,0
32,31,▼,https://rgtdb.com/user/69430,Matthew Hammond (m),,416,416,,0,0,1,5,1,0,0
33,32,▼,https://rgtdb.com/user/188139,Per Soderberg(m),,415,415,,0,0,6,5,0,0,0
34,34,-,https://rgtdb.com/user/126796,Simon Miller sdw,UK,495,400,SOUTHBOROUGH (SDW) BEES,199,0,32,8,0,0,0
35,35,-,https://rgtdb.com/user/21747,Matthew Feely,Eire,560,395,,0,0,28,9,0,0,0
36,37,▲,https://rgtdb.com/user/243207,Ian Sudds (m),,633,388,,0,0,28,11,0,0,0
37,36,▼,https://rgtdb.com/user/267097,Darryl Green - wvs,,422,384,WATFORD VELO SPORT RT,137,0,25,7,0,0,0
38,39,▲,https://rgtdb.com/user/249688,Pat Herron,UK,455,377,,0,0,33,8,0,0,0
39,38,▼,https://rgtdb.com/user/96645,Marcin SzkudlarekṀṚ,Poland,624,368,SATELITE RIDERS,624,0,32,11,0,0,0
40,40,-,https://rgtdb.com/user/94149,James Dicks,,496,363,,0,0,31,9,0,0,0
41,45,▲,https://rgtdb.com/user/128814,Tim Cummins,UK,485,356,WESTERLEY ONE,375,170,24,10,0,0,0
42,41,▼,https://rgtdb.com/user/140561,Shawn Murtough,,337,337,,0,0,19,5,0,0,0
43,42,▼,https://rgtdb.com/user/86973,David wcc Buckley wcc,UK,544,332,WESTERLEY ONE,464,192,30,11,0,0,0
44,43,▼,https://rgtdb.com/user/170063,Marco Verhoogt,Netherlands,329,329,,0,0,39,6,0,0,0
45,50,▲,https://rgtdb.com/user/159111,Witek Rzeszutek [ṀṚ],,322,322,,0,0,35,6,0,0,0
46,44,▼,https://rgtdb.com/user/175441,Tomas Nygren,Sweden,321,321,,0,0,30,6,0,0,0
47,46,▼,https://rgtdb.com/user/225601,Rasmus  Feldballe(m),Danmark,295,295,,0,0,1,3,1,0,1
48,47,▼,https://rgtdb.com/user/182809,Robert Jenko,,290,290,,0,0,1,3,1,0,0
49,48,▼,https://rgtdb.com/user/17957,Tom Gakes,Netherlands,288,288,,0,0,3,3,0,0,1
50,52,▲,https://rgtdb.com/user/143668,Stu Thorn,,322,287,,0,0,45,7,0,0,0
51,49,▼,https://rgtdb.com/user/91958,Gt Thakkar,UK,358,279,WESTERLEY ONE,242,151,48,9,0,0,0
52,61,▲,https://rgtdb.com/user/232488,Scott  Crichton ,Australia,277,277,,0,0,25,5,0,0,0
53,51,▼,https://rgtdb.com/user/55374,Andrew Goff,,301,267,SATELITE RIDERS,218,0,52,7,0,0,0
54,53,▼,https://rgtdb.com/user/101319,Martin Wilson,UK,346,262,,0,0,41,9,0,0,0
55,54,▼,https://rgtdb.com/user/274579,Jonathan Frost [tcc],,260,260,TWICKENHAM CC,260,0,26,4,0,0,0
56,55,▼,https://rgtdb.com/user/273772,Terrence Harest,,253,253,,0,0,30,4,0,0,0
57,56,▼,https://rgtdb.com/user/178108,Greg Barnett(o),,252,252,SOUTHBOROUGH (SDW) HORNETS,252,0,11,3,0,0,0
57,75,▲,https://rgtdb.com/user/256517,Roger Hughes poco,,252,252,,0,0,14,3,0,0,0
59,60,▲,https://rgtdb.com/user/123417,Mike Buckhurst,USA,354,250,,0,0,47,10,0,0,0
60,57,▼,https://rgtdb.com/user/67054,Johan Oelofse sanz,New Zealand,248,248,TEAM SANZ,248,0,9,3,0,0,0
60,57,▼,https://rgtdb.com/user/14162,Will Hutchins,,248,248,,0,0,25,4,0,0,0
62,59,▼,https://rgtdb.com/user/221770,Rafael Nunez,,354,247,,0,0,53,10,0,0,0
63,90,▲,https://rgtdb.com/user/274421,Louis Francis,,240,240,,0,0,1,3,1,0,0
64,62,▼,https://rgtdb.com/user/179862,Kester Dobson,,226,226,SOUTHBOROUGH (SDW) STINGERS,226,0,21,3,0,0,0
65,63,▼,https://rgtdb.com/user/189298,Rob Miller wlc,USA,222,222,,0,0,18,3,0,0,0
66,64,▼,https://rgtdb.com/user/261662,Rocket Roy nield (c),,219,219,,0,0,23,3,0,0,0
67,94,▲,https://rgtdb.com/user/264656,Alberto Faustino,,216,216,,0,0,15,3,0,0,0
68,80,▲,https://rgtdb.com/user/56133,Peter Austin,UK,213,213,,0,0,22,3,0,0,0
69,65,▼,https://rgtdb.com/user/186271,David Kent (d),,199,199,SOUTHBOROUGH (SDW) HORNETS,0,0,45,4,0,0,0
69,65,▼,https://rgtdb.com/user/256908,João Pinho (m),,199,199,,0,0,45,4,0,0,0
71,67,▼,https://rgtdb.com/user/198978,Harry Smits,,198,198,,0,0,44,4,0,0,0
71,82,▲,https://rgtdb.com/user/301698,Gail Rob (tcc),,198,198,,0,0,39,4,0,0,0
73,68,▼,https://rgtdb.com/user/131274,Jan Deca [яʀ],Belgium,193,193,RASIO RACING,193,0,4,2,0,0,0
74,73,▼,https://rgtdb.com/user/278058,Claire  Miller,,208,193,TWICKENHAM CC LADIES,208,0,60,7,0,0,0
75,76,▲,https://rgtdb.com/user/255577,Wendy Wonderweels-otr,,193,193,,0,0,61,6,0,0,0
76,69,▼,https://rgtdb.com/user/192224,Luigi Piollini,,190,190,,0,0,25,3,0,0,0
76,69,▼,https://rgtdb.com/user/57107,Ragnar Laan (tcc),,190,190,,0,0,15,3,0,0,0
78,71,▼,https://rgtdb.com/user/151852,Hans Stuifbergen,,189,189,,0,0,2,2,0,1,0
79,72,▼,https://rgtdb.com/user/183281,Chris Duffy bees,UK,184,184,SOUTHBOROUGH (SDW) STINGERS,184,0,29,3,0,0,0
80,99,▲,https://rgtdb.com/user/66828,Even Oistensen 3r,,179,179,,0,0,36,3,0,0,0
81,77,▼,https://rgtdb.com/user/66324,Gavin Grant,,199,172,TWICKENHAM CC,137,0,64,8,0,0,0
82,74,▼,https://rgtdb.com/user/127383,Tom Birch (b),,172,172,,0,0,36,3,0,0,0
82,137,▲,https://rgtdb.com/user/104439,Nick Giles poco,,172,172,,0,0,10,2,0,0,0
84,78,▼,https://rgtdb.com/user/95813,Lisa West tcc,,185,169,TWICKENHAM CC LADIES,185,0,69,8,0,0,0
85,79,▼,https://rgtdb.com/user/264752,Luc Van reeth,,155,155,,0,0,35,3,0,0,0
86,80,▼,https://rgtdb.com/user/134803,Steve Mayes (m),UK,154,154,,0,0,21,2,0,0,0
87,82,▼,https://rgtdb.com/user/42729,Cameron Lees,,153,153,,0,0,64,5,0,0,0
88,84,▼,https://rgtdb.com/user/36792,Francois Iker [ṀṚ],Belgium,152,152,,0,0,18,2,0,0,0
89,85,▼,https://rgtdb.com/user/232156,Joshua Smitharoo89,,149,149,,0,0,5,2,0,0,0
90,86,▼,https://rgtdb.com/user/97222,Paulo Almeida,Portugal,147,147,,0,0,36,3,0,0,0
91,87,▼,https://rgtdb.com/user/93030,Jacek Rorbach,,146,146,,0,0,49,3,0,0,0
91,112,▲,https://rgtdb.com/user/262464,Thomas  Berthold ,,146,146,,0,0,49,3,0,0,0
93,88,▼,https://rgtdb.com/user/234363,Nicki Haugaard(m),,145,145,,0,0,27,2,0,0,0
93,88,▼,https://rgtdb.com/user/189782,Anna Ronkainen,,145,145,,0,0,26,2,0,0,0
95,106,▲,https://rgtdb.com/user/165681,Judith Newton (w),,142,142,,0,0,47,3,0,0,0
96,180,▲,https://rgtdb.com/user/158558,Buck Rogers,,141,141,,0,0,20,2,0,0,0
97,91,▼,https://rgtdb.com/user/96541,Carl Dickason,New Zealand,139,139,TEAM SANZ,139,0,28,2,0,0,0
97,91,▼,https://rgtdb.com/user/236801,Euan Lamont,,139,139,,0,0,29,3,0,0,0
99,97,▼,https://rgtdb.com/user/43482,Coco Maisie,,138,138,,0,0,59,6,0,0,0
100,102,▲,https://rgtdb.com/user/241536,Lynda Lynda v,,135,135,,0,0,65,6,0,0,0
