pos,last_pos,change,url,name,country,points,best6,team,team points,westerley points,best,race count,win count,2nd count,3rd count
1,1,-,https://rgtdb.com/user/95813,Lisa West tcc,,198,198,TWICKENHAM CC LADIES,56,0,1,2,1,0,1
2,,*,https://rgtdb.com/user/278058,Claire  Miller,,100,100,TWICKENHAM CC LADIES,32,0,1,1,1,0,0
3,,*,https://rgtdb.com/user/278269,Joanne Maltby,,96,96,,0,0,5,1,0,0,0
