pos,last_pos,change,url,name,country,points,best6,team,team points,westerley points,best,race count,win count,2nd count,3rd count
1,1,-,https://rgtdb.com/user/160071,Wouter Claes [ṀṚ],Belgium,495,495,MOON RIDERS 1,495,0,1,5,2,2,0
2,2,-,https://rgtdb.com/user/39166,Ned Bowen [d],USA,487,487,,0,0,1,5,2,0,1
3,3,-,https://rgtdb.com/user/95553,J. Sammut (a),UK,470,470,POCOMOTION,470,0,3,5,0,0,1
4,7,▲,https://rgtdb.com/user/79305,Carlos Cela,Espana,456,456,,0,0,6,5,0,0,0
5,8,▲,https://rgtdb.com/user/621,Jared Millar (m),,456,456,,0,0,3,5,0,0,1
6,4,▼,https://rgtdb.com/user/79121,James Melville,UK,453,453,GLASGOW UNITED CC,453,0,5,5,0,0,0
7,6,▼,https://rgtdb.com/user/155757,Jan Linden poco,Netherlands,452,452,POCOMOTION,192,0,5,5,0,0,0
8,5,▼,https://rgtdb.com/user/185830,James Currie sdw b,,441,441,SOUTHBOROUGH (SDW) BEES,441,0,2,5,0,1,1
9,9,-,https://rgtdb.com/user/132783,Mathias  Bergkvist,Sweden,440,440,,0,0,9,5,0,0,0
10,10,-,https://rgtdb.com/user/141761,Alasdair Mcalpine,UK,412,412,GLASGOW UNITED CC,412,0,14,5,0,0,0
11,11,-,https://rgtdb.com/user/198726,Mario  Cavelius,,407,407,,0,0,4,5,0,0,0
12,16,▲,https://rgtdb.com/user/134948,Nick Greenhalghяʀ,UK,370,370,RASIO RACING,370,80,7,4,0,0,0
13,13,-,https://rgtdb.com/user/6305,Mike Ade,UK,356,356,,0,0,16,5,0,0,0
14,19,▲,https://rgtdb.com/user/229031,Kasper Hededam,Danmark,355,355,,0,0,10,5,0,0,0
15,17,▲,https://rgtdb.com/user/267104,Simon  Hall [wvs],,352,352,WATFORD VELO SPORT RT,294,0,23,5,0,0,0
16,20,▲,https://rgtdb.com/user/177844,Tom  Moss sdw,UK,348,348,SOUTHBOROUGH (SDW) STINGERS,348,0,24,5,0,0,0
17,15,▼,https://rgtdb.com/user/150787,Paul Hindson,,347,347,,0,0,21,5,0,0,0
18,18,-,https://rgtdb.com/user/171135,Tomasz Poniatow. ṀṚ,Poland,339,339,MOON RIDERS 1,143,0,22,5,0,0,0
19,12,▼,https://rgtdb.com/user/140561,Shawn Murtough,,337,337,,0,0,19,5,0,0,0
20,21,▲,https://rgtdb.com/user/177199,Julian Fussell sdw,UK,337,337,SOUTHBOROUGH (SDW) HORNETS,291,0,20,5,0,0,0
21,26,▲,https://rgtdb.com/user/61282,Daniel Neugebauer,Deutschland,307,307,,0,0,16,4,0,0,0
22,22,-,https://rgtdb.com/user/126796,Simon Miller sdw,UK,296,296,SOUTHBOROUGH (SDW) STINGERS,0,0,32,5,0,0,0
23,24,▲,https://rgtdb.com/user/267097,Darryl Green - wvs,,295,295,WATFORD VELO SPORT RT,137,0,25,5,0,0,0
24,27,▲,https://rgtdb.com/user/42607,Brian Vince [wvs],,293,293,WATFORD VELO SPORT RT,229,0,16,4,0,0,0
25,23,▼,https://rgtdb.com/user/21747,Matthew Feely,Eire,293,293,,0,0,36,5,0,0,0
26,14,▼,https://rgtdb.com/user/126963,Miles Askew [ṀṚ],,283,283,MOON RIDERS 1,283,0,4,3,0,0,0
27,35,▲,https://rgtdb.com/user/103369,Kader Allouni poco,UK,270,270,POCOMOTION,270,0,10,3,0,0,0
28,30,▲,https://rgtdb.com/user/70138,Andrew Beale c,UK,269,269,WESTERLEY TWO,269,77,18,4,0,0,0
29,32,▲,https://rgtdb.com/user/243207,Ian Sudds (m),,266,266,,0,0,40,5,0,0,0
30,31,▲,https://rgtdb.com/user/96645,Marcin SzkudlarekṀṚ,Poland,263,263,SATELITE RIDERS,263,0,41,5,0,0,0
31,37,▲,https://rgtdb.com/user/143480,Mark Rowbottom яʀ,UK,259,259,RASIO RACING,175,0,12,3,0,0,0
32,36,▲,https://rgtdb.com/user/86973,David wcc Buckley wcc,UK,230,230,WESTERLEY ONE,189,87,49,5,0,0,0
33,25,▼,https://rgtdb.com/user/179862,Kester Dobson,,226,226,SOUTHBOROUGH (SDW) STINGERS,226,0,21,3,0,0,0
34,41,▲,https://rgtdb.com/user/170063,Marco Verhoogt,Netherlands,219,219,,0,0,39,4,0,0,0
35,28,▼,https://rgtdb.com/user/94149,James Dicks,,215,215,,0,0,42,4,0,0,0
36,39,▲,https://rgtdb.com/user/91958,Gt Thakkar,UK,213,213,WESTERLEY ONE,149,86,48,5,0,0,0
37,29,▼,https://rgtdb.com/user/175915,Kristen Ege poco,Danmark,211,211,,0,0,22,3,0,0,0
38,33,▼,https://rgtdb.com/user/175441,Tomas Nygren,Sweden,198,198,,0,0,44,4,0,0,0
39,61,▲,https://rgtdb.com/user/225601,Rasmus  Feldballe(m),Danmark,195,195,,0,0,3,2,0,0,1
40,67,▲,https://rgtdb.com/user/182809,Robert Jenko,,193,193,,0,0,1,2,1,0,0
41,34,▼,https://rgtdb.com/user/151852,Hans Stuifbergen,,189,189,,0,0,2,2,0,1,0
42,60,▲,https://rgtdb.com/user/249688,Pat Herron,UK,174,174,,0,0,35,3,0,0,0
43,38,▼,https://rgtdb.com/user/270710,Jack Samways[wvs],,172,172,WATFORD VELO SPORT RT,172,0,13,2,0,0,0
44,55,▲,https://rgtdb.com/user/127383,Tom Birch (b),,172,172,,0,0,36,3,0,0,0
45,77,▲,https://rgtdb.com/user/178108,Greg Barnett(o),,172,172,SOUTHBOROUGH (SDW) HORNETS,172,0,11,2,0,0,0
46,40,▼,https://rgtdb.com/user/55374,Andrew Goff,,169,169,SATELITE RIDERS,135,0,52,4,0,0,0
47,76,▲,https://rgtdb.com/user/254894,King Ing.  :-) 3r,,166,166,,0,0,18,2,0,0,0
48,42,▼,https://rgtdb.com/user/84367,Doug Hart,,161,161,,0,0,20,2,0,0,0
49,54,▲,https://rgtdb.com/user/221770,Rafael Nunez,,160,160,,0,0,58,5,0,0,0
50,43,▼,https://rgtdb.com/user/189298,Rob Miller wlc,USA,160,160,,0,0,18,2,0,0,0
51,44,▼,https://rgtdb.com/user/67054,Johan Oelofse sanz,New Zealand,156,156,TEAM SANZ,156,0,12,2,0,0,0
52,57,▲,https://rgtdb.com/user/101319,Martin Wilson,UK,156,156,,0,0,56,4,0,0,0
53,93,▲,https://rgtdb.com/user/69430,Matthew Hammond (m),,156,156,,0,0,17,2,0,0,0
54,45,▼,https://rgtdb.com/user/36792,Francois Iker [ṀṚ],Belgium,152,152,,0,0,18,2,0,0,0
55,46,▼,https://rgtdb.com/user/188139,Per Soderberg(m),,152,152,,0,0,15,2,0,0,0
