pos,last_pos,change,url,name,country,points,best6,team,team points,westerley points,best,race count,win count,2nd count,3rd count
1,1,-,https://rgtdb.com/user/160071,Wouter Claes [ṀṚ],Belgium,595,595,MOON RIDERS 1,595,0,1,6,3,2,0
2,2,-,https://rgtdb.com/user/39166,Ned Bowen [d],USA,576,576,,0,0,1,6,2,0,1
3,3,-,https://rgtdb.com/user/95553,J. Sammut (a),UK,568,568,POCOMOTION,568,0,3,6,0,0,2
4,4,-,https://rgtdb.com/user/79305,Carlos Cela,Espana,552,552,,0,0,5,6,0,0,0
5,5,-,https://rgtdb.com/user/621,Jared Millar (m),,544,544,,0,0,3,6,0,0,1
6,6,-,https://rgtdb.com/user/79121,James Melville,UK,536,536,GLASGOW UNITED CC,536,0,5,6,0,0,0
7,7,-,https://rgtdb.com/user/155757,Jan Linden poco,Netherlands,534,534,POCOMOTION,192,0,5,6,0,0,0
8,8,-,https://rgtdb.com/user/185830,James Currie sdw b,,532,532,SOUTHBOROUGH (SDW) BEES,532,0,2,6,0,1,1
9,11,▲,https://rgtdb.com/user/198726,Mario  Cavelius,,493,493,,0,0,4,6,0,0,0
10,12,▲,https://rgtdb.com/user/134948,Nick Greenhalghяʀ,UK,460,460,RASIO RACING,460,100,7,5,0,0,0
11,13,▲,https://rgtdb.com/user/6305,Mike Ade,UK,449,449,,0,0,8,6,0,0,0
12,9,▼,https://rgtdb.com/user/132783,Mathias  Bergkvist,Sweden,440,440,,0,0,9,5,0,0,0
13,10,▼,https://rgtdb.com/user/141761,Alasdair Mcalpine,UK,440,440,GLASGOW UNITED CC,440,0,14,6,0,0,0
14,18,▲,https://rgtdb.com/user/171135,Tomasz Poniatow. ṀṚ,Poland,434,434,MOON RIDERS 1,238,0,6,6,0,0,0
15,16,▲,https://rgtdb.com/user/177844,Tom  Moss sdw,UK,427,427,SOUTHBOROUGH (SDW) STINGERS,427,0,22,6,0,0,0
16,17,▲,https://rgtdb.com/user/150787,Paul Hindson,,425,425,,0,0,21,6,0,0,0
17,15,▼,https://rgtdb.com/user/267104,Simon  Hall [wvs],,421,421,WATFORD VELO SPORT RT,363,0,23,6,0,0,0
18,14,▼,https://rgtdb.com/user/229031,Kasper Hededam,Danmark,417,417,,0,0,10,6,0,0,0
19,21,▲,https://rgtdb.com/user/61282,Daniel Neugebauer,Deutschland,392,392,,0,0,16,5,0,0,0
20,27,▲,https://rgtdb.com/user/103369,Kader Allouni poco,UK,364,364,POCOMOTION,364,0,7,4,0,0,0
21,22,▲,https://rgtdb.com/user/126796,Simon Miller sdw,UK,362,362,SOUTHBOROUGH (SDW) BEES,66,0,32,6,0,0,0
22,24,▲,https://rgtdb.com/user/42607,Brian Vince [wvs],,361,361,WATFORD VELO SPORT RT,297,0,16,5,0,0,0
23,31,▲,https://rgtdb.com/user/143480,Mark Rowbottom яʀ,UK,340,340,RASIO RACING,256,0,12,4,0,0,0
24,28,▲,https://rgtdb.com/user/70138,Andrew Beale c,UK,339,339,WESTERLEY TWO,339,95,18,5,0,0,0
25,19,▼,https://rgtdb.com/user/140561,Shawn Murtough,,337,337,,0,0,19,5,0,0,0
26,20,▼,https://rgtdb.com/user/177199,Julian Fussell sdw,UK,337,337,SOUTHBOROUGH (SDW) HORNETS,291,0,20,5,0,0,0
27,30,▲,https://rgtdb.com/user/96645,Marcin SzkudlarekṀṚ,Poland,330,330,SATELITE RIDERS,330,0,34,6,0,0,0
28,29,▲,https://rgtdb.com/user/243207,Ian Sudds (m),,329,329,,0,0,38,6,0,0,0
29,32,▲,https://rgtdb.com/user/86973,David wcc Buckley wcc,UK,301,301,WESTERLEY ONE,260,106,30,6,0,0,0
30,23,▼,https://rgtdb.com/user/267097,Darryl Green - wvs,,295,295,WATFORD VELO SPORT RT,137,0,25,5,0,0,0
31,25,▼,https://rgtdb.com/user/21747,Matthew Feely,Eire,293,293,,0,0,36,5,0,0,0
32,40,▲,https://rgtdb.com/user/182809,Robert Jenko,,290,290,,0,0,1,3,1,0,0
33,26,▼,https://rgtdb.com/user/126963,Miles Askew [ṀṚ],,283,283,MOON RIDERS 1,283,0,4,3,0,0,0
34,37,▲,https://rgtdb.com/user/175915,Kristen Ege poco,Danmark,283,283,,0,0,22,4,0,0,0
35,34,▼,https://rgtdb.com/user/170063,Marco Verhoogt,Netherlands,274,274,,0,0,39,5,0,0,0
36,48,▲,https://rgtdb.com/user/84367,Doug Hart,,260,260,,0,0,2,3,0,1,0
37,45,▲,https://rgtdb.com/user/178108,Greg Barnett(o),,252,252,SOUTHBOROUGH (SDW) HORNETS,252,0,11,3,0,0,0
38,51,▲,https://rgtdb.com/user/67054,Johan Oelofse sanz,New Zealand,248,248,TEAM SANZ,248,0,9,3,0,0,0
39,47,▲,https://rgtdb.com/user/254894,King Ing.  :-) 3r,,243,243,,0,0,18,3,0,0,0
40,53,▲,https://rgtdb.com/user/69430,Matthew Hammond (m),,240,240,,0,0,17,3,0,0,0
41,42,▲,https://rgtdb.com/user/249688,Pat Herron,UK,235,235,,0,0,35,4,0,0,0
42,33,▼,https://rgtdb.com/user/179862,Kester Dobson,,226,226,SOUTHBOROUGH (SDW) STINGERS,226,0,21,3,0,0,0
43,43,-,https://rgtdb.com/user/270710,Jack Samways[wvs],,223,223,WATFORD VELO SPORT RT,172,0,13,3,0,0,0
44,46,▲,https://rgtdb.com/user/55374,Andrew Goff,,218,218,SATELITE RIDERS,135,0,52,5,0,0,0
45,52,▲,https://rgtdb.com/user/101319,Martin Wilson,UK,216,216,,0,0,41,5,0,0,0
46,35,▼,https://rgtdb.com/user/94149,James Dicks,,215,215,,0,0,42,4,0,0,0
47,59,▲,https://rgtdb.com/user/141031,Kevan Unsworth (m),UK,213,213,TEAM CAMERON,213,0,28,3,0,0,0
48,36,▼,https://rgtdb.com/user/91958,Gt Thakkar,UK,213,213,WESTERLEY ONE,149,86,48,5,0,0,0
49,61,▲,https://rgtdb.com/user/270702,Stuart Gillies tcc,,209,209,TWICKENHAM CC,141,0,27,3,0,0,0
50,38,▼,https://rgtdb.com/user/175441,Tomas Nygren,Sweden,198,198,,0,0,44,4,0,0,0
51,56,▲,https://rgtdb.com/user/128814,Tim Cummins,UK,196,196,WESTERLEY ONE,125,81,56,5,0,0,0
52,39,▼,https://rgtdb.com/user/225601,Rasmus  Feldballe(m),Danmark,195,195,,0,0,3,2,0,0,1
53,41,▼,https://rgtdb.com/user/151852,Hans Stuifbergen,,189,189,,0,0,2,2,0,1,0
54,71,▲,https://rgtdb.com/user/232488,Scott  Crichton ,Australia,184,184,,0,0,25,3,0,0,0
