pos,last_pos,change,url,name,country,points,best6,team,team points,westerley points,best,race count,win count,2nd count,3rd count
1,1,-,https://rgtdb.com/user/160071,Wouter Claes [ṀṚ],Belgium,1262,599,MOON RIDERS 1,1262,0,1,13,5,3,1
2,2,-,https://rgtdb.com/user/39166,Ned Bowen [d],USA,1187,593,,0,0,1,13,2,2,1
3,3,-,https://rgtdb.com/user/95553,J. Sammut (a),UK,1158,583,POCOMOTION,1037,0,2,13,0,2,2
4,5,▲,https://rgtdb.com/user/134948,Nick Greenhalghяʀ,UK,1116,572,RASIO RACING,1116,240,4,12,0,0,0
5,4,▼,https://rgtdb.com/user/198726,Mario  Cavelius,,1092,565,,0,0,4,13,0,0,0
6,7,▲,https://rgtdb.com/user/621,Jared Millar (m),,1080,566,,0,0,3,12,0,0,1
6,6,-,https://rgtdb.com/user/79305,Carlos Cela,Espana,1080,552,,0,0,5,13,0,0,0
8,8,-,https://rgtdb.com/user/79121,James Melville,UK,1052,553,GLASGOW UNITED CC,1052,0,5,12,0,0,0
9,10,▲,https://rgtdb.com/user/171135,Tomasz Poniatow. ṀṚ,Poland,982,506,MOON RIDERS 1,312,0,6,13,0,0,0
10,11,▲,https://rgtdb.com/user/155757,Jan Linden poco,Netherlands,969,558,POCOMOTION,469,0,3,11,0,0,1
11,9,▼,https://rgtdb.com/user/132783,Mathias  Bergkvist,Sweden,950,541,,0,0,9,11,0,0,0
12,12,-,https://rgtdb.com/user/150787,Paul Hindson,,929,473,,0,0,18,13,0,0,0
13,13,-,https://rgtdb.com/user/267104,Simon  Hall [wvs],,914,466,WATFORD VELO SPORT RT,807,0,21,13,0,0,0
14,14,-,https://rgtdb.com/user/141761,Alasdair Mcalpine,UK,903,503,GLASGOW UNITED CC,903,0,14,12,0,0,0
15,17,▲,https://rgtdb.com/user/126963,Miles Askew [ṀṚ],,848,576,MOON RIDERS 1,848,0,3,9,0,0,2
16,16,-,https://rgtdb.com/user/229031,Kasper Hededam,Danmark,842,516,,0,0,10,11,0,0,0
17,18,▲,https://rgtdb.com/user/70138,Andrew Beale c,UK,816,441,WESTERLEY TWO,816,224,18,12,0,0,0
18,15,▼,https://rgtdb.com/user/185830,James Currie sdw b,,764,540,SOUTHBOROUGH (SDW) BEES,764,0,2,9,0,1,1
19,20,▲,https://rgtdb.com/user/96645,Marcin SzkudlarekṀṚ,Poland,747,382,SATELITE RIDERS,747,0,30,13,0,0,0
20,22,▲,https://rgtdb.com/user/103369,Kader Allouni poco,UK,746,567,POCOMOTION,746,0,2,8,0,1,0
21,19,▼,https://rgtdb.com/user/143480,Mark Rowbottom яʀ,UK,745,516,RASIO RACING,661,0,10,9,0,0,0
22,24,▲,https://rgtdb.com/user/84367,Doug Hart,,730,569,,0,0,2,8,0,1,0
23,23,-,https://rgtdb.com/user/270702,Stuart Gillies tcc,,723,459,TWICKENHAM CC,655,0,19,10,0,0,0
24,26,▲,https://rgtdb.com/user/177844,Tom  Moss sdw,UK,694,469,SOUTHBOROUGH (SDW) STINGERS,694,0,8,10,0,0,0
25,25,-,https://rgtdb.com/user/243207,Ian Sudds (m),,690,388,,0,0,28,12,0,0,0
26,21,▼,https://rgtdb.com/user/270710,Jack Samways[wvs],,678,543,WATFORD VELO SPORT RT,627,0,6,8,0,0,0
27,27,-,https://rgtdb.com/user/86973,David wcc Buckley wcc,UK,662,351,WESTERLEY ONE,582,227,30,13,0,0,0
28,30,▲,https://rgtdb.com/user/94149,James Dicks,,631,386,,0,0,31,11,0,0,0
29,28,▼,https://rgtdb.com/user/42607,Brian Vince [wvs],,592,461,WATFORD VELO SPORT RT,461,0,16,8,0,0,0
30,34,▲,https://rgtdb.com/user/249688,Pat Herron,UK,588,394,,0,0,33,10,0,0,0
31,35,▲,https://rgtdb.com/user/177199,Julian Fussell sdw,UK,586,430,SOUTHBOROUGH (SDW) HORNETS,540,0,20,9,0,0,0
32,29,▼,https://rgtdb.com/user/6305,Mike Ade,UK,581,458,,0,0,8,8,0,0,0
33,37,▲,https://rgtdb.com/user/128814,Tim Cummins,UK,562,393,WESTERLEY ONE,452,189,24,11,0,0,0
34,31,▼,https://rgtdb.com/user/21747,Matthew Feely,Eire,560,395,,0,0,28,9,0,0,0
35,32,▼,https://rgtdb.com/user/61282,Daniel Neugebauer,Deutschland,557,489,,0,0,14,7,0,0,0
36,33,▼,https://rgtdb.com/user/141031,Kevan Unsworth (m),UK,552,435,TEAM CAMERON,552,0,18,8,0,0,0
37,36,▼,https://rgtdb.com/user/126796,Simon Miller sdw,UK,495,400,SOUTHBOROUGH (SDW) BEES,199,0,32,8,0,0,0
38,38,-,https://rgtdb.com/user/254894,King Ing.  :-) 3r,,475,475,,0,0,18,6,0,0,0
39,47,▲,https://rgtdb.com/user/17957,Tom Gakes,Netherlands,473,473,,0,0,3,5,0,0,1
40,41,▲,https://rgtdb.com/user/91958,Gt Thakkar,UK,461,304,WESTERLEY ONE,304,183,39,11,0,0,0
41,39,▼,https://rgtdb.com/user/175915,Kristen Ege poco,Danmark,452,452,,0,0,13,6,0,0,0
42,44,▲,https://rgtdb.com/user/123417,Mike Buckhurst,USA,441,270,,0,0,47,12,0,0,0
43,45,▲,https://rgtdb.com/user/101319,Martin Wilson,UK,438,284,,0,0,41,11,0,0,0
44,40,▼,https://rgtdb.com/user/267097,Darryl Green - wvs,,422,384,WATFORD VELO SPORT RT,137,0,25,7,0,0,0
